parcel_id,sale_date,sale_year,sale_price,land_use,tax_district,sold_as_vacant,price_outlier_flag,sale_price_real
175 02 0B 137.00,2014-12-19,2014,121590.0,RESIDENTIAL CONDO,,N,CLEAN,119649.02600785544
175 02 0B 222.00,2014-12-05,2014,144990.0,RESIDENTIAL CONDO,,N,CLEAN,142675.4854912325
175 02 0B 231.00,2014-12-05,2014,151390.0,RESIDENTIAL CONDO,,N,CLEAN,148973.32056360913
175 04 0A 060.00,2014-12-16,2014,130000.0,RESIDENTIAL CONDO,,N,CLEAN,127924.77490765037
175 06 0A 052.00,2014-12-30,2014,134900.0,SINGLE FAMILY,,N,CLEAN,132746.55488493873
176 01 0 081.00,2014-12-30,2014,127500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125464.68308250324
081 08 0 425.00,2014-12-15,2014,210000.0,TRIPLEX,,N,CLEAN,206647.71331235828
081 08 0 489.00,2014-12-04,2014,184800.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,181849.9877148753
081 08 0B 001.00,2014-12-17,2014,283000.0,RESIDENTIAL CONDO,,N,CLEAN,278482.39460665424
081 08 2J 001.00,2014-12-02,2014,295000.0,RESIDENTIAL CONDO,,N,CLEAN,290290.83536736044
081 08 2J 002.00,2014-12-02,2014,295000.0,RESIDENTIAL CONDO,,N,CLEAN,290290.83536736044
081 08 2K 001.00,2014-12-02,2014,295000.0,RESIDENTIAL CONDO,,N,CLEAN,290290.83536736044
081 08 2K 002.00,2014-12-02,2014,295000.0,RESIDENTIAL CONDO,,N,CLEAN,290290.83536736044
081 08 2L 001.00,2014-12-19,2014,375000.0,RESIDENTIAL CONDO,,N,CLEAN,369013.7737720684
081 08 4F 001.00,2014-12-22,2014,449900.0,RESIDENTIAL CONDO,,N,CLEAN,442718.1248534761
081 08 4F 002.00,2014-12-12,2014,433900.0,RESIDENTIAL CONDO,,N,CLEAN,426973.53717253456
081 12 0 144.00,2014-12-23,2014,200000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,196807.34601176978
081 12 0 272.00,2014-12-17,2014,70000.0,VACANT RESIDENTIAL LAND,,Y,CLEAN,68882.57110411943
081 12 0 275.00,2014-12-09,2014,175000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,172206.42776029857
081 12 0 276.00,2014-12-09,2014,175000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,172206.42776029857
081 12 0 277.00,2014-12-09,2014,175000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,172206.42776029857
081 12 0 278.00,2014-12-09,2014,175000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,172206.42776029857
081 12 0B 495.00,2014-12-29,2014,185000.0,RESIDENTIAL CONDO,,N,CLEAN,182046.79506088706
081 12 0B 505.00,2014-12-15,2014,295000.0,RESIDENTIAL CONDO,,N,CLEAN,290290.83536736044
081 12 0T 239.00,2014-12-30,2014,149900.0,RESIDENTIAL CONDO,,N,CLEAN,147507.10583582145
081 12 0T 240.00,2014-12-05,2014,149900.0,RESIDENTIAL CONDO,,N,CLEAN,147507.10583582145
081 12 0T 241.00,2014-12-09,2014,153500.0,RESIDENTIAL CONDO,,Y,CLEAN,151049.63806403332
081 12 0T 348.00,2014-12-19,2014,145000.0,RESIDENTIAL CONDO,,N,CLEAN,142685.3258585331
081 12 0T 356.00,2014-12-01,2014,258375.0,RESIDENTIAL CONDO,,N,CLEAN,254250.4901289551
081 12 0T 366.00,2014-12-16,2014,187000.0,RESIDENTIAL CONDO,,N,CLEAN,184014.86852100474
081 12 0T 434.00,2014-12-01,2014,290000.0,RESIDENTIAL CONDO,,N,CLEAN,285370.6517170662
081 12 0T 450.00,2014-12-05,2014,169000.0,RESIDENTIAL CONDO,,N,CLEAN,166302.20737994547
081 16 0 191.00,2014-12-18,2014,100000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,98403.67300588489
081 16 0 197.00,2014-12-17,2014,100000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,98403.67300588489
081 16 0 250.00,2014-12-18,2014,140000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,Y,CLEAN,137765.14220823886
081 16 0 719.00,2014-12-18,2014,250000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,246009.18251471224
082 05 0 075.00,2014-12-12,2014,292000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,287338.7251771839
082 05 0 094.00,2014-12-15,2014,332000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,326700.19437953783
082 05 0 095.00,2014-12-15,2014,332000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,326700.19437953783
082 05 0E 001.00,2014-12-23,2014,300000.0,RESIDENTIAL CONDO,,N,CLEAN,295211.0190176547
082 09 0N 006.00,2014-12-12,2014,275000.0,RESIDENTIAL CONDO,,N,CLEAN,270610.10076618346
082 09 0R 006.00,2014-12-10,2014,968919.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,953451.8844518899
082 13 0 056.00,2014-12-19,2014,436504.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,429535.9688176078
082 13 0E 403.00,2014-12-08,2014,224000.0,RESIDENTIAL CONDO,,N,CLEAN,220424.22753318216
082 14 0A 067.00,2014-12-30,2014,190000.0,RESIDENTIAL CONDO,,N,CLEAN,186966.9787111813
082 14 0A 100.00,2014-12-05,2014,143000.0,RESIDENTIAL CONDO,,N,CLEAN,140717.2523984154
082 14 0A 105.00,2014-12-19,2014,133300.0,RESIDENTIAL CONDO,,N,CLEAN,131172.09611684456
082 14 0A 110.00,2014-12-29,2014,195000.0,RESIDENTIAL CONDO,,N,CLEAN,191887.16236147555
092 04 0 250.00,2014-12-19,2014,92000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,90531.37916541411
093 02 4A 108.00,2014-12-02,2014,265000.0,RESIDENTIAL CONDO,,N,CLEAN,260769.73346559497
093 06 0A 116.00,2014-12-15,2014,526000.0,RESIDENTIAL CONDO,,N,CLEAN,517603.3200109546
093 06 0A 207.00,2014-12-17,2014,270000.0,RESIDENTIAL CONDO,,N,CLEAN,265689.9171158892
093 06 0A 222.00,2014-12-15,2014,304000.0,RESIDENTIAL CONDO,,N,CLEAN,299147.16593789007
093 06 0A 275.00,2014-12-29,2014,293000.0,RESIDENTIAL CONDO,,N,CLEAN,288322.76190724276
093 06 1J 154.00,2014-12-05,2014,307000.0,RESIDENTIAL CONDO,,N,CLEAN,302099.27612806665
093 06 1J 188.00,2014-12-30,2014,255000.0,RESIDENTIAL CONDO,,N,CLEAN,250929.36616500648
093 06 1J 195.00,2014-12-19,2014,369000.0,RESIDENTIAL CONDO,,N,CLEAN,363109.5533917153
093 06 1J 257.00,2014-12-04,2014,451500.0,RESIDENTIAL CONDO,,N,CLEAN,444292.5836215703
093 09 0C 020.00,2014-12-29,2014,455882.0,RESIDENTIAL CONDO,,N,CLEAN,448604.63257268816
093 09 0C 023.00,2014-12-29,2014,606860.0,RESIDENTIAL CONDO,,N,CLEAN,597172.5300035131
093 09 0C 028.00,2014-12-08,2014,995816.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,979919.5203802828
093 09 0C 029.00,2014-12-08,2014,811847.0,RESIDENTIAL CONDO,,N,CLEAN,798887.2671880863
093 09 0C 031.00,2014-12-08,2014,633751.0,RESIDENTIAL CONDO,,N,CLEAN,623634.2617115256
093 09 0C 039.00,2014-12-08,2014,292000.0,RESIDENTIAL CONDO,,N,CLEAN,287338.7251771839
093 09 0C 040.00,2014-12-17,2014,490185.0,RESIDENTIAL CONDO,,N,CLEAN,482360.0445238969
093 09 0C 042.00,2014-12-08,2014,556170.0,RESIDENTIAL CONDO,,N,CLEAN,547291.70815683
093 09 0C 043.00,2014-12-08,2014,987437.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,971674.2766191197
093 09 0C 044.00,2014-12-08,2014,814597.0,RESIDENTIAL CONDO,,N,CLEAN,801593.3681957482
093 09 0C 046.00,2014-12-08,2014,634828.0,RESIDENTIAL CONDO,,N,CLEAN,624694.0692697989
093 09 0C 053.00,2014-12-17,2014,319023.0,RESIDENTIAL CONDO,,N,CLEAN,313930.3497335642
093 09 0C 055.00,2014-12-08,2014,501398.0,RESIDENTIAL CONDO,,N,CLEAN,493394.0483780467
093 09 0C 057.00,2014-12-23,2014,544000.0,RESIDENTIAL CONDO,,N,CLEAN,535315.9811520139
093 09 0C 061.00,2014-12-10,2014,627320.0,RESIDENTIAL CONDO,,N,CLEAN,617305.9215005172
093 09 0C 068.00,2014-12-10,2014,319506.0,RESIDENTIAL CONDO,,N,CLEAN,314405.63947418256
093 09 0C 070.00,2014-12-10,2014,496000.0,RESIDENTIAL CONDO,,N,CLEAN,488082.21810918907
093 09 0C 085.00,2014-12-18,2014,563843.0,RESIDENTIAL CONDO,,N,CLEAN,554842.2219865716
093 09 0C 088.00,2014-12-31,2014,1004850.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,988809.3081996344
093 09 0C 089.00,2014-12-29,2014,784500.0,RESIDENTIAL CONDO,,N,CLEAN,771976.814731167
093 09 0C 091.00,2014-12-23,2014,628000.0,RESIDENTIAL CONDO,,N,CLEAN,617975.0664769572
093 09 0C 095.00,2014-12-29,2014,401911.0,RESIDENTIAL CONDO,,N,CLEAN,395495.18621468206
093 09 0C 097.00,2014-12-29,2014,282398.0,RESIDENTIAL CONDO,,N,CLEAN,277890.00449515885
093 09 0C 100.00,2014-12-29,2014,505963.0,RESIDENTIAL CONDO,,N,CLEAN,497886.1760507654
093 09 0C 101.00,2014-12-29,2014,440745.0,RESIDENTIAL CONDO,,N,CLEAN,433709.26858978736
093 09 0C 102.00,2014-12-29,2014,570670.0,RESIDENTIAL CONDO,,N,CLEAN,561560.2407426833
093 13 0B 108.00,2014-12-17,2014,54278060.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,53411604.67633801
093 13 0B 134.00,2014-12-17,2014,54278060.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,53411604.67633801
093 13 0B 322.00,2014-12-17,2014,54278060.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,53411604.67633801
093 13 0B 337.00,2014-12-17,2014,54278060.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,53411604.67633801
093 13 0B 447.00,2014-12-17,2014,54278060.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,53411604.67633801
093 13 0B 448.00,2014-12-17,2014,54278060.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,53411604.67633801
093 13 0B 456.00,2014-12-17,2014,54278060.0,RESIDENTIAL CONDO,,N,STATISTICAL_OUTLIER,53411604.67633801
093 13 0C 003.00,2014-12-05,2014,306000.0,RESIDENTIAL CONDO,,N,CLEAN,301115.2393980078
093 13 0C 037.00,2014-12-16,2014,303750.0,RESIDENTIAL CONDO,,N,CLEAN,298901.1567553754
093 13 0C 049.00,2014-12-05,2014,450000.0,RESIDENTIAL CONDO,,N,CLEAN,442816.52852648206
093 13 0C 125.00,2014-12-08,2014,445000.0,RESIDENTIAL CONDO,,N,CLEAN,437896.3448761878
093 13 0C 318.00,2014-12-30,2014,675000.0,RESIDENTIAL CONDO,,N,CLEAN,664224.792789723
093 13 0C 382.00,2014-12-31,2014,285000.0,RESIDENTIAL CONDO,,N,CLEAN,280450.468066772
105 03 0 038.00,2015-01-09,2015,100000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,98287.07786080043
105 03 0 141.00,2015-01-21,2015,292005.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,N,CLEAN,287003.1817074303
105 03 0 312.00,2015-01-21,2015,292005.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,N,CLEAN,287003.1817074303
105 03 0 313.00,2015-01-21,2015,292005.0,RESIDENTIAL COMBO/MISC,URBAN SERVICES DISTRICT,N,CLEAN,287003.1817074303
105 03 0 314.00,2015-01-21,2015,292005.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,287003.1817074303
105 04 0 112.00,2015-01-16,2015,10001.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,9829.690656858651
105 07 0 136.00,2015-01-30,2015,185000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,181831.0940424808
105 07 0 137.00,2015-01-09,2015,160000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,Y,CLEAN,157259.3245772807
105 07 0 304.00,2015-01-28,2015,128505.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,126303.80940502159
105 07 0L 001.00,2015-01-30,2015,342932.0,RESIDENTIAL CONDO,,N,CLEAN,337057.84184960014
105 07 0L 002.00,2015-01-30,2015,335000.0,RESIDENTIAL CONDO,,N,CLEAN,329261.71083368146
105 11 0 197.00,2015-01-23,2015,400000.0,SINGLE FAMILY,,N,CLEAN,393148.31144320173
105 11 0 219.00,2015-01-15,2015,157500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,154802.14763076068
105 16 0B 109.00,2015-01-19,2015,129900.0,RESIDENTIAL CONDO,,Y,CLEAN,127674.91414117976
105 16 0B 112.00,2015-01-09,2015,124900.0,RESIDENTIAL CONDO,,N,CLEAN,122760.56024813974
105 16 0B 113.00,2015-01-23,2015,94900.0,RESIDENTIAL CONDO,,N,CLEAN,93274.4368898996
106 14 0 042.00,2015-01-13,2015,86000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,84526.88696028836
106 14 0 118.00,2015-01-12,2015,80000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,78629.66228864035
106 14 0 135.00,2015-01-30,2015,110000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,108115.78564688047
119 01 0 267.00,2015-01-06,2015,183572.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,180427.55457062856
119 02 0 237.00,2015-01-21,2015,33333.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,32762.031663340607
119 05 0 290.00,2015-01-26,2015,110000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,108115.78564688047
119 14 0 035.00,2015-01-21,2015,38774.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,38109.83156974676
119 14 0 114.00,2015-01-16,2015,160000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,157259.3245772807
119 14 0A 130.00,2015-01-22,2015,48000.0,RESIDENTIAL CONDO,,N,CLEAN,47177.79737318421
133 01 0 018.00,2015-01-16,2015,45000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,44229.18503736019
133 01 0 262.00,2015-01-28,2015,38000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,Y,CLEAN,37349.089587104165
133 01 0 334.00,2015-01-16,2015,75000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,73715.30839560032
133 01 0 349.00,2015-01-29,2015,205000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,201488.50961464088
133 02 0 109.00,2015-01-28,2015,180000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,N,CLEAN,176916.74014944077
133 02 0 334.00,2015-01-14,2015,151000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,148413.48756980864
133 02 0 393.00,2015-01-06,2015,55000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,N,CLEAN,54057.892823440234
133 02 0 394.00,2015-01-28,2015,180000.0,VACANT RESIDENTIAL LAND,URBAN SERVICES DISTRICT,N,CLEAN,176916.74014944077
133 02 0 400.00,2015-01-28,2015,180000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,176916.74014944077
133 03 0 027.00,2015-01-09,2015,159900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,157161.03749941988
133 04 0 007.00,2015-01-30,2015,127000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,124824.58888321655
133 06 0 204.00,2015-01-20,2015,135000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,132687.5551120806
133 07 0 278.00,2015-01-02,2015,162000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,159225.0661344967
133 07 0 280.00,2015-01-15,2015,125000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,122858.84732600054
133 11 0 068.00,2015-01-13,2015,116000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,114013.0103185285
133 11 0 155.00,2015-01-06,2015,138000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,135636.1674479046
133 11 0A 076.00,2015-01-26,2015,53500.0,RESIDENTIAL CONDO,,N,CLEAN,52583.586655528234
133 14 0A 068.00,2015-01-26,2015,92000.0,RESIDENTIAL CONDO,,N,CLEAN,90424.1116319364
133 15 0A 023.00,2015-01-30,2015,22500.0,RESIDENTIAL CONDO,,N,CLEAN,22114.592518680096
133 16 0A 019.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 023.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 031.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 034.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 041.00,2015-01-22,2015,38500.0,RESIDENTIAL CONDO,,N,CLEAN,37840.52497640817
133 16 0A 055.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 077.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 093.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 099.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 101.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 105.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 109.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 111.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 112.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 113.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 114.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 116.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 117.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 121.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 122.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 123.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 124.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 125.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 126.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 127.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 134.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 138.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 144.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 152.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 161.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 162.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 165.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 192.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
133 16 0A 196.00,2015-01-23,2015,401000.0,RESIDENTIAL CONDO,,N,CLEAN,394131.18222180975
146 04 0 123.00,2015-01-20,2015,232000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,228026.020637057
146 08 0 165.00,2015-01-02,2015,200000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,196574.15572160087
146 08 0 178.00,2015-01-09,2015,375000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,368576.5419780016
146 16 0 067.00,2015-01-28,2015,300000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,294861.2335824013
147 02 0 123.00,2015-01-30,2015,235000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,230974.63297288102
147 05 0 118.00,2015-01-26,2015,237000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,232940.37453009703
147 05 0 183.00,2015-01-27,2015,215000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,211317.21740072093
147 08 0 227.00,2015-01-30,2015,100000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,98287.07786080043
147 08 0 239.00,2015-01-15,2015,80000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,78629.66228864035
147 10 0 018.00,2015-01-30,2015,100000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,98287.07786080043
147 10 0 208.00,2015-01-30,2015,243000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,238837.59920174506
147 12 0A 120.00,2015-01-08,2015,148750.0,RESIDENTIAL CONDO,,N,CLEAN,146202.02831794065
147 14 0 138.00,2015-01-14,2015,160000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,157259.3245772807
147 15 0 007.00,2015-01-23,2015,177900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,174852.71151436397
147 15 0 178.00,2015-01-16,2015,171000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,168070.90314196874
148 05 0 033.00,2015-01-09,2015,119000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,116961.62265435251
148 14 0 325.00,2015-01-12,2015,122500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,120401.67037948052
160 00 0 071.00,2015-01-06,2015,323500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,317958.6968796894
160 07 0 018.00,2015-01-13,2015,293000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,287981.1381321453
160 15 0A 078.00,2015-01-21,2015,225000.0,RESIDENTIAL CONDO,,N,CLEAN,221145.92518680097
160 16 0C 052.00,2015-01-29,2015,227000.0,RESIDENTIAL CONDO,,N,CLEAN,223111.66674401698
161 01 0B 014.00,2015-01-28,2015,349000.0,SINGLE FAMILY,,N,CLEAN,343021.9017341935
161 01 0B 051.00,2015-01-30,2015,383000.0,SINGLE FAMILY,,N,CLEAN,376439.50820686563
161 01 0B 082.00,2015-01-30,2015,315000.0,SINGLE FAMILY,,N,CLEAN,309604.29526152136
161 02 0 030.00,2015-01-22,2015,197000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,193625.54338577684
161 02 0 152.00,2015-01-06,2015,204000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,200505.6388360329
161 03 0 084.00,2015-01-29,2015,110000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,108115.78564688047
161 06 0 186.00,2015-01-15,2015,177000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,173968.12781361677
161 06 0A 190.00,2015-01-07,2015,195000.0,RESIDENTIAL CONDO,,N,CLEAN,191659.80182856083
161 08 0 072.00,2015-01-30,2015,96500.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,94847.03013567242
161 10 0A 055.00,2015-01-30,2015,160000.0,SINGLE FAMILY,,N,CLEAN,157259.3245772807
161 10 0A 171.00,2015-01-05,2015,164900.0,SINGLE FAMILY,,N,CLEAN,162075.39139245992
161 10 0A 221.00,2015-01-29,2015,170500.0,SINGLE FAMILY,,N,CLEAN,167579.46775266473
161 10 0B 050.00,2015-01-21,2015,290000.0,SINGLE FAMILY,,N,CLEAN,285032.5257963213
161 10 0B 060.00,2015-01-27,2015,179700.0,SINGLE FAMILY,,N,CLEAN,176621.87891585837
161 11 0A 157.00,2015-01-28,2015,118000.0,RESIDENTIAL CONDO,,N,CLEAN,115978.7518757445
161 11 0C 018.00,2015-01-30,2015,117000.0,RESIDENTIAL CONDO,,N,CLEAN,114995.8810971365
161 13 0B 309.00,2015-01-12,2015,265000.0,RESIDENTIAL CONDO,,N,CLEAN,260460.75633112114
161 13 0B 337.00,2015-01-08,2015,250000.0,RESIDENTIAL CONDO,,N,CLEAN,245717.69465200108
161 13 0B 426.00,2015-01-14,2015,245000.0,RESIDENTIAL CONDO,,N,CLEAN,240803.34075896104
161 15 0B 013.00,2015-01-02,2015,167900.0,RESIDENTIAL CONDO,,N,CLEAN,165024.00372828392
161 16 0A 150.00,2015-01-30,2015,136200.0,RESIDENTIAL CONDO,,N,CLEAN,133867.0000464102
162 01 0B 016.00,2015-01-30,2015,84500.0,RESIDENTIAL CONDO,,N,CLEAN,83052.58079237636
162 02 0 101.00,2015-01-16,2015,157000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,154310.71224145667
162 02 0 234.00,2015-01-09,2015,139900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,137503.6219272598
162 03 0 187.00,2015-01-06,2015,127900.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,125709.17258396375
162 06 0 317.00,2015-01-12,2015,90000.0,SINGLE FAMILY,URBAN SERVICES DISTRICT,N,CLEAN,88458.37007472038
162 09 0A 019.00,2015-01-15,2015,84000.0,RESIDENTIAL CONDO,,N,CLEAN,82561.14540307237
162 09 0A 034.00,2015-01-28,2015,74000.0,RESIDENTIAL CONDO,,N,CLEAN,72732.43761699232
162 09 0A 104.00,2015-01-30,2015,78900.0,RESIDENTIAL CONDO,,N,CLEAN,77548.50443217154
162 09 0B 005.00,2015-01-26,2015,102500.0,RESIDENTIAL CONDO,,N,CLEAN,100744.25480732044
